idx,freq
789,15.7437
790,15.7437
791,15.7437
792,15.7437
793,15.7437
794,15.7437
795,15.7437
796,15.7437
797,15.7437
798,15.7437
799,15.8061
800,15.8061
801,15.8061
802,15.8061
803,15.8061
804,15.8424
805,15.894
806,15.894
807,15.894
808,15.894
809,15.894
810,15.894
811,15.9268
812,15.9268
813,15.9268
814,15.9268
815,15.9268
816,15.9268
817,15.9268
818,15.9268
819,16.0168
820,16.0168
821,16.0168
822,16.0168
823,16.0168
824,16.0168
825,16.0168
826,16.0168
827,16.0168
828,16.0168
829,16.0168
830,16.0168
831,16.0168
832,16.0168
833,16.0168
834,16.0635
835,16.0635
836,16.1162
837,16.1556
838,16.2117
839,16.2117
840,16.2117
841,16.2842
842,16.334
843,16.334
844,16.334
845,16.392
846,16.4491
847,16.4491
848,16.4491
849,16.4491
850,16.4917
851,16.4917
852,16.4917
853,16.4917
854,16.4917
855,16.4917
856,16.5563
857,16.5563
858,16.5563
859,16.5563
860,16.5563
861,16.5563
862,16.5563
863,16.6168
864,16.6168
865,16.6168
866,16.6168
867,16.6168
868,16.6168
869,16.6599
870,16.7273
871,16.7273
872,16.7715
873,16.8415
874,16.8815
875,16.8815
876,16.8815
877,16.914
878,16.914
879,16.914
880,16.9708
881,16.9708
882,17.0368
883,17.0368
884,17.0368
885,17.0368
886,17.0368
887,17.0368
888,17.0887
889,17.14
890,17.14
891,17.14
892,17.174
893,17.2145
894,17.2145
895,17.2145
896,17.2145
897,17.2145
898,17.2145
899,17.2145
900,17.2145
901,17.2145
902,17.2145
903,17.2145
904,17.2552
905,17.2552
906,17.2552
907,17.2552
908,17.2552
909,17.2552
910,17.2552
911,17.2552
912,17.2552
913,17.2552
914,17.2552
915,17.2552
916,17.2713
917,17.2713
918,17.3389
919,17.3389
920,17.3389
921,17.3389
922,17.3931
923,17.3931
924,17.3931
925,17.3931
926,17.3931
927,17.3931
928,17.3931
929,17.4431
930,17.4431
931,17.4431
932,17.4431
933,17.4919
934,17.4919
935,17.4919
936,17.4919
937,17.4919
938,17.4919
939,17.5212
940,17.5212
941,17.5212
942,17.5758
943,17.5758
944,17.5758
945,17.5758
946,17.5758
947,17.5758
948,17.6173
949,17.6173
950,17.6173
951,17.6173
952,17.6173
953,17.6173
954,17.6173
955,17.6173
956,17.6173
957,17.671
958,17.671
959,17.671
960,17.718
961,17.7937
962,17.7937
963,17.7937
964,17.8492
965,17.8492
966,17.8492
967,17.8492
968,17.9031
969,17.9555
970,17.9555
971,18.0024
972,18.0024
973,18.0024
974,18.0686
975,18.0686
976,18.0686
977,18.0686
978,18.0686
979,18.0686
980,18.0686
981,18.0686
982,18.0686
983,18.0686
984,18.1189
985,18.1189
986,18.1189
987,18.1189
988,18.1189
989,18.1189
990,18.1622
991,18.209
992,18.261
993,18.261
994,18.261
995,18.261
996,18.261
997,18.311
998,18.382
999,18.382
1000,18.382
1001,18.382
1002,18.382
1003,18.382
1004,18.4203
1005,18.4203
1006,18.4203
1007,18.4203
1008,18.4203
1009,18.4203
1010,18.4203
1011,18.4203
1012,18.4203
1013,18.4203
1014,18.4203
1015,18.4693
1016,18.4693
1017,18.5258
1018,18.5258
1019,18.5258
1020,18.5258
1021,18.5258
1022,18.5258
1023,18.5472
1024,18.5472
1025,18.5679
1026,18.5679
1027,18.5679
1028,18.5679
1029,18.5679
1030,18.5679
1031,18.5961
1032,18.5961
1033,18.5961
1034,18.5961
1035,18.6654
1036,18.6654
1037,18.6654
1038,18.7098
1039,18.7098
1040,18.7098
1041,18.7098
1042,18.7098
1043,18.7098
1044,18.7379
1045,18.7379
1046,18.7379
1047,18.7379
1048,18.8007
1049,18.8007
1050,18.8549
1051,18.8549
1052,18.8549
1053,18.8549
1054,18.8549
1055,18.8549
1056,18.8549
1057,18.8993
1058,18.8993
1059,18.8993
1060,18.8993
1061,18.8993
1062,18.8993
1063,18.8993
1064,18.8993
1065,18.8993
1066,18.8993
1067,18.8993
1068,18.8993
1069,18.8993
1070,18.8993
1071,18.9402
1072,18.9727
1073,18.9727
1074,18.9727
1075,18.9727
1076,19.0382
1077,19.0774
1078,19.0774
1079,19.0774
1080,19.0774
1081,19.0774
1082,19.0774
1083,19.0774
1084,19.1183
1085,19.1183
1086,19.1618
1087,19.1618
1088,19.192
1089,19.192
1090,19.192
1091,19.192
1092,19.2223
1093,19.2223
1094,19.2223
1095,19.2223
1096,19.2223
1097,19.2223
1098,19.2223
1099,19.2223
1100,19.2223
1101,19.2223
1102,19.2258
1103,19.2258
1104,19.2258
1105,19.2258
1106,19.2741
1107,19.2741
1108,19.2741
1109,19.2741
1110,19.2741
1111,19.2741
1112,19.2741
1113,19.2741
1114,19.2741
1115,19.2741
1116,19.2741
1117,19.2741
1118,19.2741
1119,19.2741
1120,19.2741
1121,19.2741
1122,19.2741
1123,19.2741
1124,19.3039
1125,19.3039
1126,19.3039
1127,19.304
1128,19.304
1129,19.3694
1130,19.3694
1131,19.4174
1132,19.4174
1133,19.4174
1134,19.4174
1135,19.4174
1136,19.4174
1137,19.4174
1138,19.4174
1139,19.4612
1140,19.4612
1141,19.4612
1142,19.4612
1143,19.4612
1144,19.4612
1145,19.4612
1146,19.5001
1147,19.5001
1148,19.5001
1149,19.5001
1150,19.5001
1151,19.5001
1152,19.5001
1153,19.5001
1154,19.5001
1155,19.5001
1156,19.5354
1157,19.5354
1158,19.5354
1159,19.5354
1160,19.5354
1161,19.5354
1162,19.5354
1163,19.5354
1164,19.5354
1165,19.5354
1166,19.5354
1167,19.5354
1168,19.6014
1169,19.6014
1170,19.6014
1171,19.6014
1172,19.6014
1173,19.6014
1174,19.6014
1175,19.6014
1176,19.6014
1177,19.6014
1178,19.6014
1179,19.6014
1180,19.6014
1181,19.6014
1182,19.6532
1183,19.6532
1184,19.7048
1185,19.7048
1186,19.7048
1187,19.7343
1188,19.7343
1189,19.7343
1190,19.7343
1191,19.7343
1192,19.7573
1193,19.7573
1194,19.7573
1195,19.7573
1196,19.7994
1197,19.7994
1198,19.7994
1199,19.7994
1200,19.7994
1201,19.7994
1202,19.7994
1203,19.7994
1204,19.7994
1205,19.7994
1206,19.7994
1207,19.7994
1208,19.7994
1209,19.7994
1210,19.8318
1211,19.8318
1212,19.8318
1213,19.8318
1214,19.8318
1215,19.8318
1216,19.8318
1217,19.8318
1218,19.8318
1219,19.8318
1220,19.8318
1221,19.873
1222,19.873
1223,19.873
1224,19.873
1225,19.873
1226,19.873
1227,19.873
1228,19.873
1229,19.873
1230,19.873
1231,19.9273
1232,19.9273
1233,19.9273
1234,19.9273
1235,19.9273
1236,19.9273
1237,19.9273
1238,19.9273
1239,19.9273
1240,19.9273
1241,19.9854
1242,19.9854
1243,19.9854
1244,19.9854
1245,19.9854
1246,19.9854
1247,20.0192
1248,20.0192
1249,20.0835
1250,20.0835
1251,20.1422
1252,20.1422
1253,20.1422
1254,20.1422
1255,20.1422
1256,20.1422
1257,20.1422
1258,20.1422
1259,20.1422
1260,20.1422
1261,20.1422
1262,20.1422
1263,20.1422
1264,20.1422
1265,20.1422
1266,20.1588
1267,20.1588
1268,20.1588
1269,20.1588
1270,20.1588
1271,20.1588
1272,20.1588
1273,20.1588
1274,20.1588
1275,20.1588
1276,20.1588
1277,20.1588
1278,20.1588
1279,20.1588
1280,20.1588
1281,20.1588
1282,20.1588
1283,20.202
1284,20.202
1285,20.2594
1286,20.2594
1287,20.3255
1288,20.3255
1289,20.3266
1290,20.3266
1291,20.3534
1292,20.3534
1293,20.3534
1294,20.3534
1295,20.3534
1296,20.3534
1297,20.3534
1298,20.4206
1299,20.4753
1300,20.5297
1301,20.5297
1302,20.5297
1303,20.5297
1304,20.5297
1305,20.5892
1306,20.5892
1307,20.5892
1308,20.5892
1309,20.6606
1310,20.6606
1311,20.6606
1312,20.6606
1313,20.7243
1314,20.7243
1315,20.7924
1316,20.7924
1317,20.7924
1318,20.7924
1319,20.7924
1320,20.7924
1321,20.7924
1322,20.7924
1323,20.7924
1324,20.7924
1325,20.7924
1326,20.8803
1327,20.8803
1328,20.8803
1329,20.9427
1330,20.9427
1331,20.9427
1332,20.9427
1333,20.9427
1334,20.9893
1335,20.9893
1336,20.9893
1337,20.9893
1338,20.9893
1339,20.9893
1340,21.0527
1341,21.0527
1342,21.0527
1343,21.1118
1344,21.1118
1345,21.1118
1346,21.1118
1347,21.1118
1348,21.1118
1349,21.1118
1350,21.1427
1351,21.1427
1352,21.2033
1353,21.2576
1354,21.2576
1355,21.2576
1356,21.2576
1357,21.2576
1358,21.2576
1359,21.2576
1360,21.2576
1361,21.2576
1362,21.3043
1363,21.3043
1364,21.3043
1365,21.3043
1366,21.3043
1367,21.3728
1368,21.3728
1369,21.3728
1370,21.3728
1371,21.3728
1372,21.3728
1373,21.409
1374,21.409
1375,21.409
1376,21.409
1377,21.409
1378,21.409
1379,21.409
1380,21.409
1381,21.409
1382,21.409
1383,21.409
1384,21.409
1385,21.409
1386,21.4619
1387,21.4619
1388,21.4619
1389,21.4619
1390,21.4619
1391,21.4619
1392,21.4619
1393,21.4619
1394,21.5002
1395,21.5002
1396,21.5002
1397,21.5002
1398,21.5002
1399,21.5002
1400,21.5002
1401,21.5002
1402,21.5002
1403,21.5002
1404,21.5002
1405,21.5002
1406,21.554
1407,21.554
1408,21.5924
1409,21.5924
1410,21.5924
1411,21.5924
1412,21.6244
1413,21.6244
1414,21.6244
1415,21.6244
1416,21.6244
1417,21.6244
1418,21.6244
1419,21.6244
1420,21.6244
1421,21.6671
1422,21.6671
1423,21.6671
1424,21.6671
1425,21.6671
1426,21.6671
1427,21.6671
1428,21.6671
1429,21.6671
1430,21.6671
1431,21.6671
1432,21.6671
1433,21.6671
1434,21.6671
1435,21.6671
1436,21.6757
1437,21.6757
1438,21.6757
1439,21.6757
1440,21.6757
1441,21.6757
1442,21.6757
1443,21.6757
1444,21.6757
1445,21.6757
1446,21.733
1447,21.733
1448,21.733
1449,21.733
1450,21.733
1451,21.7661
1452,21.7661
1453,21.7661
1454,21.7661
1455,21.7661
1456,21.7661
1457,21.8073
1458,21.8073
1459,21.8706
1460,21.8706
1461,21.8706
1462,21.8706
1463,21.8706
1464,21.9577
1465,21.9577
1466,21.9577
1467,21.9577
1468,21.9916
1469,21.9916
1470,21.9916
1471,21.9916
1472,22.0571
1473,22.0571
1474,22.0571
1475,22.0571
1476,22.0571
1477,22.0571
1478,22.0571
1479,22.0571
1480,22.1167
1481,22.1167
1482,22.1167
1483,22.1167
1484,22.1167
1485,22.1167
1486,22.1167
1487,22.1167
1488,22.1167
1489,22.1167
1490,22.1167
1491,22.1167
1492,22.1167
1493,22.1167
1494,22.1167
1495,22.1167
1496,22.1167
1497,22.1167
1498,22.1545
1499,22.1545
1500,22.2196
1501,22.2196
1502,22.2722
1503,22.2722
1504,22.2722
1505,22.3328
1506,22.3328
1507,22.3328
1508,22.3816
1509,22.3816
1510,22.3816
1511,22.3816
1512,22.4527
1513,22.4527
1514,22.4527
1515,22.488
1516,22.543
1517,22.543
1518,22.543
1519,22.5867
1520,22.5867
1521,22.5867
1522,22.6328
1523,22.6975
1524,22.6975
1525,22.6975
1526,22.6975
1527,22.6975
1528,22.6975
1529,22.6975
1530,22.6975
1531,22.6975
1532,22.6975
1533,22.6975
1534,22.6975
1535,22.6975
1536,22.6975
1537,22.6975
1538,22.7424
1539,22.7424
1540,22.7424
1541,22.7424
1542,22.7424
1543,22.7424
1544,22.8065
1545,22.8065
1546,22.8065
1547,22.8065
1548,22.8065
1549,22.8065
1550,22.8065
1551,22.8065
1552,22.8065
1553,22.8065
1554,22.8065
1555,22.8065
1556,22.8065
1557,22.8065
1558,22.8065
1559,22.8065
1560,22.8065
1561,22.8065
1562,22.8065
1563,22.8065
1564,22.8065
1565,22.8065
1566,22.8065
1567,22.8065
1568,22.8065
1569,22.8065
1570,22.8065
1571,22.8065
1572,22.8367
1573,22.8367
1574,22.8367
1575,22.8367
1576,22.8367
1577,22.8367
1578,22.8367
1579,22.8367
1580,22.8367
1581,22.8367
1582,22.8367
1583,22.8367
1584,22.8367
1585,22.8367
1586,22.8367
1587,22.8367
1588,22.8787
1589,22.8787
1590,22.8787
1591,22.8787
1592,22.8787
1593,22.8787
1594,22.8787
1595,22.8787
1596,22.8787
1597,22.9301
1598,22.9448
1599,22.9448
1600,22.9448
1601,22.9448
1602,22.9448
1603,22.9448
1604,22.9448
1605,23.0035
1606,23.0035
1607,23.0035
1608,23.0035
1609,23.0035
1610,23.0035
1611,23.0035
1612,23.0035
1613,23.0035
1614,23.0035
1615,23.0035
1616,23.0035
1617,23.0035
1618,23.0035
1619,23.0035
1620,23.0035
1621,23.0035
1622,23.0035
1623,23.0035
1624,23.0035
1625,23.0035
1626,23.0035
1627,23.0035
1628,23.0035
1629,23.0652
1630,23.0652
1631,23.0951
1632,23.0951
1633,23.0951
1634,23.0951
1635,23.0951
1636,23.0951
1637,23.0951
1638,23.0951
1639,23.0951
1640,23.0951
1641,23.0951
1642,23.0951
1643,23.0951
1644,23.0951
1645,23.0951
1646,23.1485
1647,23.1485
1648,23.1485
1649,23.1485
1650,23.1485
1651,23.1485
1652,23.1485
1653,23.1485
1654,23.1485
1655,23.1485
1656,23.1485
1657,23.1485
1658,23.1984
1659,23.1984
1660,23.1984
1661,23.1984
1662,23.1984
1663,23.1984
1664,23.1984
1665,23.1984
1666,23.1984
1667,23.1984
1668,23.1984
1669,23.2791
1670,23.2791
1671,23.2791
1672,23.2791
1673,23.2791
1674,23.2791
1675,23.2791
1676,23.2791
1677,23.3424
1678,23.3424
1679,23.3424
1680,23.3424
1681,23.3424
1682,23.3949
1683,23.3949
1684,23.3949
1685,23.3949
1686,23.4278
1687,23.4278
1688,23.4278
1689,23.4278
1690,23.4278
1691,23.4278
1692,23.4278
1693,23.4278
1694,23.4278
1695,23.4278
1696,23.4802
1697,23.5362
1698,23.5362
1699,23.5362
1700,23.5362
1701,23.5362
1702,23.58
1703,23.6299
1704,23.6299
1705,23.6299
1706,23.6299
1707,23.6299
1708,23.6299
1709,23.6299
1710,23.6299
1711,23.6299
1712,23.6821
1713,23.7292
1714,23.7292
1715,23.7609
1716,23.7609
1717,23.7609
1718,23.7609
1719,23.7609
1720,23.7609
1721,23.7609
1722,23.8272
1723,23.8272
1724,23.8272
1725,23.8272
1726,23.8272
1727,23.8272
1728,23.8272
1729,23.8272
1730,23.8272
1731,23.8272
1732,23.8272
1733,23.8272
1734,23.8272
1735,23.8272
1736,23.8272
1737,23.8272
1738,23.8272
1739,23.8655
1740,23.8655
1741,23.8655
1742,23.8655
1743,23.8655
1744,23.8655
1745,23.8655
1746,23.8655
1747,23.9106
1748,23.9473
1749,23.9806
1750,24.0368
1751,24.0368
1752,24.0368
1753,24.0368
1754,24.0368
1755,24.0368
1756,24.0774
1757,24.0774
1758,24.0774
1759,24.0774
1760,24.0774
1761,24.1276
1762,24.1276
1763,24.1276
1764,24.1954
1765,24.1954
1766,24.1954
1767,24.1954
1768,24.2518
1769,24.2518
1770,24.2518
1771,24.2518
1772,24.2518
1773,24.2539
1774,24.2539
1775,24.2539
1776,24.2539
1777,24.2539
1778,24.3012
1779,24.3012
1780,24.3012
1781,24.3012
1782,24.3536
1783,24.4041
1784,24.4041
1785,24.4041
1786,24.4479
1787,24.4479
1788,24.4479
1789,24.4479
1790,24.4878
1791,24.4878
1792,24.4878
1793,24.4878
1794,24.4878
1795,24.5533
1796,24.6125
1797,24.6125
1798,24.6125
1799,24.6125
1800,24.6588
1801,24.6588
1802,24.6588
1803,24.6588
1804,24.7014
1805,24.7392
1806,24.7392
1807,24.7392
1808,24.7976
1809,24.7976
1810,24.7976
1811,24.7976
1812,24.7976
1813,24.7976
1814,24.7976
1815,24.845
1816,24.845
1817,24.8892
1818,24.8892
1819,24.8892
1820,24.8892
1821,24.8892
1822,24.8892
1823,24.8892
1824,24.964
1825,24.964
1826,24.964
1827,24.964
1828,24.964
1829,24.964
1830,24.964
1831,24.964
1832,24.964
1833,24.964
1834,24.964
1835,24.964
1836,24.964
1837,24.964
1838,24.964
1839,24.9919
1840,24.9919
1841,24.9919
1842,24.9919
1843,24.9919
1844,24.9919
1845,24.9919
1846,24.9919
1847,25.0316
1848,25.0316
1849,25.0316
1850,25.0775
1851,25.0775
1852,25.0775
1853,25.0775
1854,25.0775
1855,25.0775
1856,25.0775
1857,25.0775
1858,25.0775
1859,25.0775
1860,25.0775
1861,25.0775
1862,25.0775
1863,25.0775
1864,25.0775
1865,25.0775
1866,25.0775
1867,25.0775
1868,25.0775
1869,25.0775
1870,25.0775
1871,25.0775
1872,25.0775
1873,25.0775
1874,25.0775
1875,25.0775
1876,25.0775
1877,25.0775
1878,25.0775
1879,25.1274
1880,25.1274
1881,25.1274
1882,25.1274
1883,25.1274
1884,25.1274
1885,25.1274
1886,25.1274
1887,25.1274
