idx,freq
4690,35.1638
4691,35.1638
4692,35.1638
4693,35.1638
4694,35.1638
4695,35.1638
4696,35.1638
4697,35.1638
4698,35.1638
4699,35.1638
4700,35.1638
4701,35.1638
4702,35.1638
4703,35.2262
4704,35.2684
4705,35.2684
4706,35.2684
4707,35.2684
4708,35.2684
4709,35.2684
4710,35.2684
4711,35.2684
4712,35.2684
4713,35.2684
4714,35.2684
4715,35.2684
4716,35.323
4717,35.323
4718,35.323
4719,35.323
4720,35.323
4721,35.323
4722,35.323
4723,35.323
4724,35.323
4725,35.323
4726,35.323
4727,35.323
4728,35.339
4729,35.339
4730,35.339
4731,35.339
4732,35.339
4733,35.339
4734,35.339
4735,35.339
4736,35.339
4737,35.339
4738,35.339
4739,35.339
4740,35.339
4741,35.339
4742,35.339
4743,35.339
4744,35.339
4745,35.339
4746,35.339
4747,35.339
4748,35.339
4749,35.339
4750,35.339
4751,35.339
4752,35.339
4753,35.339
4754,35.339
4755,35.339
4756,35.339
4757,35.339
4758,35.339
4759,35.339
4760,35.339
4761,35.339
4762,35.339
4763,35.339
4764,35.339
4765,35.339
4766,35.339
4767,35.339
4768,35.339
4769,35.339
4770,35.339
4771,35.339
4772,35.339
4773,35.339
4774,35.339
4775,35.339
4776,35.339
4777,35.339
4778,35.339
4779,35.339
4780,35.339
4781,35.339
4782,35.339
4783,35.339
4784,35.339
4785,35.339
4786,35.339
4787,35.339
4788,35.339
4789,35.339
4790,35.339
4791,35.339
4792,35.339
4793,35.339
4794,35.339
4795,35.339
4796,35.339
4797,35.339
4798,35.339
4799,35.339
4800,35.339
4801,35.339
4802,35.3813
4803,35.4281
4804,35.4281
4805,35.4281
4806,35.4281
4807,35.4281
4808,35.4281
4809,35.4281
4810,35.4281
4811,35.4281
4812,35.4281
4813,35.4281
4814,35.4281
4815,35.4281
4816,35.4281
4817,35.4281
4818,35.4281
4819,35.4281
4820,35.4281
4821,35.4281
4822,35.4281
4823,35.4281
4824,35.4281
4825,35.4281
4826,35.4281
4827,35.4281
4828,35.4281
4829,35.4281
4830,35.4281
4831,35.4281
4832,35.4281
4833,35.4281
4834,35.4281
4835,35.4281
4836,35.4281
4837,35.4281
4838,35.4281
4839,35.4281
4840,35.4281
4841,35.4281
4842,35.4281
4843,35.4281
4844,35.4281
4845,35.4281
4846,35.4281
4847,35.4281
4848,35.4281
4849,35.4281
4850,35.4281
4851,35.4281
4852,35.4281
4853,35.4281
4854,35.4281
4855,35.4281
4856,35.4281
4857,35.4726
4858,35.4726
4859,35.4726
4860,35.4726
4861,35.4726
4862,35.4726
4863,35.4726
4864,35.5309
4865,35.5309
4866,35.5484
4867,35.5484
4868,35.5484
4869,35.5484
4870,35.5484
4871,35.5484
4872,35.5484
4873,35.5484
4874,35.5484
4875,35.5484
4876,35.5484
4877,35.5484
4878,35.5484
4879,35.5484
4880,35.5484
4881,35.5484
4882,35.5484
4883,35.5484
4884,35.5484
4885,35.5484
4886,35.5484
4887,35.5484
4888,35.6038
4889,35.6038
4890,35.6038
4891,35.6038
4892,35.6067
4893,35.6067
4894,35.6067
4895,35.6067
4896,35.6067
4897,35.6067
4898,35.6067
4899,35.6083
4900,35.6417
4901,35.6417
4902,35.6417
4903,35.6417
4904,35.6417
4905,35.6417
4906,35.6417
4907,35.6417
4908,35.6417
4909,35.6417
4910,35.6417
4911,35.6417
4912,35.6417
4913,35.6417
4914,35.6417
4915,35.6417
4916,35.6417
4917,35.6417
4918,35.6417
4919,35.6417
4920,35.6417
4921,35.6417
4922,35.6417
4923,35.6417
4924,35.6417
4925,35.6417
4926,35.6417
4927,35.6417
4928,35.6417
4929,35.6417
4930,35.6417
4931,35.6417
4932,35.6417
4933,35.6417
4934,35.6417
4935,35.6417
4936,35.6425
4937,35.6425
4938,35.6425
4939,35.6425
4940,35.6425
4941,35.6425
4942,35.6425
4943,35.6425
4944,35.6425
4945,35.6425
4946,35.6425
4947,35.6425
4948,35.6425
4949,35.6425
4950,35.6819
4951,35.6819
4952,35.6819
4953,35.744
4954,35.744
4955,35.744
4956,35.744
4957,35.744
4958,35.744
4959,35.744
4960,35.744
4961,35.744
4962,35.744
4963,35.744
4964,35.744
4965,35.744
4966,35.744
4967,35.744
4968,35.744
4969,35.744
4970,35.744
4971,35.744
4972,35.744
4973,35.744
4974,35.744
4975,35.744
4976,35.744
4977,35.744
4978,35.744
4979,35.788
4980,35.788
4981,35.788
4982,35.788
4983,35.788
4984,35.788
4985,35.788
4986,35.788
4987,35.788
4988,35.788
4989,35.788
4990,35.788
4991,35.788
4992,35.788
4993,35.788
4994,35.788
4995,35.788
4996,35.788
4997,35.788
4998,35.788
4999,35.788
5000,35.788
5001,35.788
5002,35.788
5003,35.788
5004,35.788
5005,35.788
5006,35.788
5007,35.788
5008,35.788
5009,35.788
5010,35.788
5011,35.788
5012,35.788
5013,35.788
5014,35.788
5015,35.788
5016,35.788
5017,35.788
5018,35.788
5019,35.788
5020,35.788
5021,35.788
5022,35.8303
5023,35.8303
5024,35.8303
5025,35.8303
5026,35.8303
5027,35.8303
5028,35.8303
5029,35.8303
5030,35.8303
5031,35.8303
5032,35.8303
5033,35.8303
5034,35.8303
5035,35.8303
5036,35.8303
5037,35.8303
5038,35.8303
5039,35.8303
5040,35.8303
5041,35.8303
5042,35.8303
5043,35.8303
5044,35.8303
5045,35.8303
5046,35.8303
5047,35.8673
5048,35.8673
5049,35.8673
5050,35.8673
5051,35.8673
5052,35.8673
5053,35.8673
5054,35.8673
5055,35.8673
5056,35.8673
5057,35.8673
5058,35.8673
5059,35.8673
5060,35.8673
5061,35.8673
5062,35.8673
5063,35.8673
5064,35.8673
5065,35.8673
5066,35.8673
5067,35.8673
5068,35.8673
5069,35.8673
5070,35.8673
5071,35.8673
5072,35.8673
5073,35.8673
5074,35.8673
5075,35.8707
5076,35.8707
5077,35.8707
5078,35.9259
5079,35.9259
5080,35.9259
5081,35.9259
5082,35.9259
5083,35.9259
5084,35.9259
5085,35.9259
5086,35.9259
5087,35.9259
5088,35.9259
5089,35.9259
5090,35.9907
5091,35.9907
5092,35.9907
5093,35.9907
5094,35.9907
5095,35.9907
5096,35.9907
5097,35.9907
5098,35.9907
5099,35.9907
5100,35.9907
5101,35.9907
5102,35.9907
5103,35.9907
5104,35.9907
5105,35.9907
5106,35.9907
5107,36.042
5108,36.042
5109,36.042
5110,36.042
5111,36.042
5112,36.042
5113,36.042
5114,36.042
5115,36.042
5116,36.042
5117,36.042
5118,36.042
5119,36.1075
5120,36.1075
5121,36.1075
5122,36.1075
5123,36.1075
5124,36.1075
5125,36.1075
5126,36.1075
5127,36.1075
5128,36.1075
5129,36.1075
5130,36.1075
5131,36.1075
5132,36.1075
5133,36.1075
5134,36.1075
5135,36.1075
5136,36.1075
5137,36.1075
5138,36.1075
5139,36.1075
5140,36.1075
5141,36.1075
5142,36.1075
5143,36.1075
5144,36.1075
5145,36.1075
5146,36.1075
5147,36.1075
5148,36.1075
5149,36.1075
5150,36.1075
5151,36.1075
5152,36.1075
5153,36.1075
5154,36.1075
5155,36.1075
5156,36.1075
5157,36.1479
5158,36.1479
5159,36.1479
5160,36.1479
5161,36.1479
5162,36.1479
5163,36.1479
5164,36.1479
5165,36.1479
5166,36.1479
5167,36.1479
5168,36.1479
5169,36.1479
5170,36.1479
5171,36.1479
5172,36.1479
5173,36.1479
5174,36.1479
5175,36.1479
5176,36.1479
5177,36.1479
5178,36.1479
5179,36.1479
5180,36.1479
5181,36.1479
5182,36.1479
5183,36.1479
5184,36.1479
5185,36.1479
5186,36.1479
5187,36.1479
5188,36.1479
5189,36.1479
5190,36.1479
5191,36.1479
5192,36.1479
5193,36.1479
5194,36.1479
5195,36.1479
5196,36.1479
5197,36.1479
5198,36.1479
5199,36.19
5200,36.19
5201,36.19
5202,36.19
5203,36.19
5204,36.19
5205,36.19
5206,36.19
5207,36.19
5208,36.19
5209,36.19
5210,36.19
5211,36.19
5212,36.19
5213,36.19
5214,36.19
5215,36.19
5216,36.19
5217,36.19
5218,36.19
5219,36.19
5220,36.19
5221,36.19
5222,36.19
5223,36.19
5224,36.19
5225,36.19
5226,36.19
5227,36.19
5228,36.19
5229,36.19
5230,36.19
5231,36.19
5232,36.19
5233,36.19
5234,36.19
5235,36.19
5236,36.19
5237,36.19
5238,36.19
5239,36.19
5240,36.19
5241,36.19
5242,36.19
5243,36.19
5244,36.19
5245,36.19
5246,36.19
5247,36.19
5248,36.19
5249,36.19
5250,36.19
5251,36.19
5252,36.19
5253,36.19
5254,36.19
5255,36.19
5256,36.19
5257,36.19
5258,36.19
5259,36.19
5260,36.19
5261,36.19
5262,36.19
5263,36.19
5264,36.19
5265,36.19
5266,36.19
5267,36.19
5268,36.19
5269,36.19
5270,36.2377
5271,36.2377
5272,36.2377
5273,36.2377
5274,36.2377
5275,36.2377
5276,36.2377
5277,36.2377
5278,36.2377
5279,36.2377
5280,36.2377
5281,36.2377
5282,36.2377
5283,36.2889
5284,36.2889
5285,36.2889
5286,36.2889
5287,36.2889
5288,36.2889
5289,36.2889
5290,36.2889
5291,36.2889
5292,36.2889
5293,36.2889
5294,36.2889
5295,36.2889
5296,36.2889
5297,36.2889
5298,36.2889
5299,36.2889
5300,36.2889
5301,36.2889
5302,36.2889
5303,36.2889
5304,36.2889
5305,36.2889
5306,36.2889
5307,36.2889
5308,36.2889
5309,36.2889
5310,36.2889
5311,36.2889
5312,36.2889
5313,36.2889
5314,36.2889
5315,36.2889
5316,36.2889
5317,36.2889
5318,36.2889
5319,36.2889
5320,36.2889
5321,36.2889
5322,36.2889
5323,36.2889
5324,36.2889
5325,36.2889
5326,36.2889
5327,36.2889
5328,36.3276
5329,36.3276
5330,36.3276
5331,36.3276
5332,36.3276
5333,36.3276
5334,36.3276
5335,36.3276
5336,36.3276
5337,36.3734
5338,36.3734
5339,36.3734
5340,36.3734
5341,36.3734
5342,36.3734
5343,36.3734
5344,36.3734
5345,36.3734
5346,36.3734
5347,36.3734
5348,36.3734
5349,36.3734
5350,36.3734
5351,36.3734
5352,36.3734
5353,36.3734
5354,36.3734
5355,36.3734
5356,36.3734
5357,36.3734
5358,36.3734
5359,36.3734
5360,36.3734
5361,36.3734
5362,36.3734
5363,36.3734
5364,36.3734
5365,36.3734
5366,36.3734
5367,36.3734
5368,36.3734
5369,36.3734
5370,36.3734
5371,36.3734
5372,36.3734
5373,36.3734
5374,36.3734
5375,36.3734
5376,36.3734
5377,36.3734
5378,36.3734
5379,36.3734
5380,36.3734
5381,36.3734
5382,36.3734
5383,36.3734
5384,36.3734
5385,36.3734
5386,36.3734
5387,36.3734
5388,36.3734
5389,36.3734
5390,36.3734
5391,36.3734
5392,36.3734
5393,36.3734
5394,36.3734
5395,36.3734
5396,36.3734
5397,36.3734
5398,36.3734
5399,36.3734
5400,36.3734
5401,36.3734
5402,36.3734
5403,36.3734
5404,36.3734
5405,36.3734
5406,36.3734
5407,36.3734
5408,36.3734
5409,36.3734
5410,36.3734
5411,36.3734
5412,36.3734
5413,36.3734
5414,36.3734
5415,36.3734
5416,36.3734
5417,36.3734
5418,36.3734
5419,36.3734
5420,36.3734
5421,36.3734
5422,36.3734
5423,36.3734
5424,36.3734
5425,36.3734
5426,36.3734
5427,36.3734
5428,36.3734
5429,36.3734
5430,36.3734
5431,36.3734
5432,36.3734
5433,36.3734
5434,36.3734
5435,36.3734
5436,36.3734
5437,36.3734
5438,36.3734
5439,36.3734
5440,36.3734
5441,36.3734
5442,36.3734
5443,36.3734
5444,36.3734
5445,36.3734
5446,36.3734
5447,36.3734
5448,36.3734
5449,36.3734
5450,36.3734
5451,36.3734
5452,36.3734
5453,36.3734
5454,36.3734
5455,36.4349
5456,36.4349
5457,36.4349
5458,36.4349
5459,36.4724
5460,36.4724
5461,36.4724
5462,36.4724
5463,36.4724
5464,36.4724
5465,36.4724
5466,36.5176
5467,36.5176
5468,36.5176
5469,36.5176
5470,36.5176
5471,36.5176
5472,36.5176
5473,36.5176
5474,36.5176
5475,36.5176
5476,36.5176
5477,36.5176
5478,36.5176
5479,36.5176
5480,36.5176
5481,36.5176
5482,36.5176
5483,36.5176
5484,36.5176
5485,36.5176
5486,36.5176
5487,36.5176
5488,36.5176
5489,36.5176
5490,36.5176
5491,36.5176
5492,36.5176
5493,36.5176
5494,36.5176
5495,36.5176
5496,36.5176
5497,36.5176
5498,36.5176
5499,36.5176
5500,36.5176
5501,36.5176
5502,36.5176
5503,36.5176
5504,36.5176
5505,36.5613
5506,36.5613
5507,36.5613
5508,36.5613
5509,36.5613
5510,36.5613
5511,36.5613
5512,36.5613
5513,36.5613
5514,36.5613
5515,36.5613
5516,36.5613
5517,36.5613
5518,36.5613
5519,36.5613
5520,36.5613
5521,36.5613
5522,36.5613
5523,36.5613
5524,36.6104
5525,36.6104
5526,36.6104
5527,36.6104
5528,36.6104
5529,36.6104
5530,36.6104
5531,36.6104
5532,36.6104
5533,36.6104
5534,36.6104
5535,36.6104
5536,36.6104
5537,36.6104
5538,36.6104
5539,36.6104
5540,36.6104
5541,36.6668
5542,36.6668
5543,36.6668
5544,36.6668
5545,36.6668
5546,36.6668
5547,36.6668
5548,36.6668
5549,36.6668
5550,36.6668
5551,36.6668
5552,36.6668
5553,36.6668
5554,36.6668
5555,36.6668
5556,36.6668
5557,36.6668
5558,36.6668
5559,36.6668
5560,36.6668
5561,36.6668
5562,36.6668
5563,36.6668
5564,36.6668
5565,36.6668
5566,36.6668
5567,36.6668
5568,36.6668
5569,36.6668
5570,36.6668
5571,36.6668
5572,36.6668
5573,36.6668
5574,36.6668
5575,36.6668
5576,36.6668
5577,36.6668
5578,36.7198
5579,36.7198
5580,36.7198
5581,36.7198
5582,36.7198
5583,36.7198
5584,36.7198
5585,36.7198
5586,36.7819
5587,36.7819
5588,36.7819
5589,36.7819
5590,36.7819
5591,36.7819
5592,36.7819
5593,36.7819
5594,36.7819
5595,36.7819
5596,36.7819
5597,36.7819
5598,36.7819
5599,36.7819
5600,36.7819
5601,36.7819
5602,36.7819
5603,36.7819
5604,36.7819
5605,36.7819
5606,36.8235
5607,36.8235
5608,36.8235
5609,36.8235
5610,36.8235
5611,36.8235
5612,36.8235
5613,36.8235
5614,36.8235
5615,36.8235
5616,36.8235
5617,36.8235
5618,36.8235
5619,36.8235
5620,36.8235
5621,36.8322
5622,36.8322
5623,36.8322
5624,36.8322
5625,36.8703
5626,36.8703
5627,36.8703
5628,36.8703
5629,36.8703
5630,36.8703
5631,36.8703
5632,36.8703
5633,36.8703
5634,36.8703
5635,36.8703
5636,36.8703
5637,36.8703
5638,36.8703
5639,36.8703
5640,36.8703
5641,36.8703
5642,36.916
5643,36.916
5644,36.916
5645,36.916
5646,36.916
5647,36.916
5648,36.916
5649,36.916
5650,36.916
5651,36.916
5652,36.916
5653,36.9345
5654,36.9345
5655,36.9345
5656,36.9345
5657,36.9345
5658,36.9345
5659,36.9345
5660,36.9345
5661,36.9345
5662,36.9345
5663,36.9345
5664,36.9345
5665,36.9345
5666,36.9345
5667,36.9345
5668,36.9345
5669,36.9345
5670,36.9345
5671,36.9345
5672,36.9345
5673,36.9345
5674,36.9345
5675,36.9345
5676,36.9345
5677,36.9345
5678,36.9345
5679,36.9345
5680,36.9345
5681,36.9345
5682,36.9345
5683,36.9345
5684,36.9732
5685,36.9732
5686,36.9732
5687,36.9732
5688,36.9732
5689,36.9732
5690,36.9732
5691,36.9732
5692,36.9732
5693,36.9732
5694,36.9732
5695,36.9732
5696,36.9732
5697,36.9732
5698,36.9732
5699,36.9732
5700,36.9732
5701,36.9732
5702,36.9732
5703,36.9732
5704,36.9732
5705,36.9732
5706,36.9732
5707,36.9732
5708,36.9732
5709,36.9732
5710,36.9732
5711,36.9732
5712,36.9732
5713,36.9732
5714,36.9732
5715,36.9732
5716,36.9732
5717,36.9732
5718,36.9732
5719,36.9732
5720,36.9732
5721,36.9732
5722,36.9732
5723,36.9732
5724,36.9732
5725,37.0308
5726,37.0308
5727,37.0308
5728,37.0308
5729,37.0308
5730,37.0308
5731,37.0308
5732,37.0308
5733,37.0308
5734,37.0308
5735,37.0308
5736,37.0308
5737,37.0308
5738,37.0308
5739,37.0308
5740,37.0308
5741,37.0308
5742,37.0308
5743,37.0308
5744,37.0308
5745,37.0308
5746,37.0308
5747,37.0308
5748,37.0308
5749,37.0308
5750,37.0308
5751,37.0308
5752,37.0308
5753,37.0308
5754,37.0308
5755,37.0308
5756,37.0308
5757,37.0308
5758,37.0308
5759,37.0308
5760,37.0308
5761,37.0308
5762,37.0308
5763,37.0308
5764,37.0308
5765,37.0308
5766,37.0308
5767,37.0308
5768,37.0308
5769,37.0308
5770,37.0308
5771,37.0308
5772,37.0308
5773,37.0308
5774,37.0308
5775,37.0308
5776,37.0308
5777,37.0308
5778,37.0308
5779,37.0308
5780,37.0308
5781,37.0308
5782,37.0308
5783,37.0308
5784,37.0308
5785,37.0308
5786,37.0722
5787,37.0722
5788,37.0722
5789,37.0722
5790,37.0722
5791,37.0722
5792,37.0722
5793,37.0722
5794,37.0722
5795,37.1172
5796,37.1172
5797,37.1172
5798,37.1172
5799,37.1172
5800,37.1172
5801,37.1172
5802,37.1172
5803,37.1172
5804,37.1172
5805,37.1172
5806,37.1172
5807,37.1172
5808,37.1623
5809,37.1623
5810,37.1623
5811,37.1623
5812,37.1623
5813,37.2083
5814,37.2083
5815,37.2083
5816,37.2083
5817,37.2083
5818,37.2083
5819,37.2083
5820,37.2083
5821,37.2083
5822,37.2083
5823,37.2083
5824,37.2083
5825,37.2083
5826,37.2083
5827,37.2083
5828,37.2083
5829,37.2083
5830,37.2083
5831,37.2083
5832,37.2083
5833,37.2083
5834,37.2083
5835,37.2083
5836,37.2083
5837,37.2083
5838,37.2083
5839,37.2316
5840,37.2316
5841,37.2316
5842,37.2316
5843,37.2316
5844,37.2316
5845,37.2316
5846,37.2316
5847,37.2316
5848,37.2316
5849,37.2316
5850,37.2316
5851,37.2316
5852,37.2316
5853,37.2316
5854,37.2316
5855,37.2316
5856,37.2316
5857,37.2316
5858,37.2316
5859,37.2316
5860,37.2316
5861,37.2316
5862,37.2316
5863,37.2316
5864,37.2316
5865,37.2316
5866,37.2316
5867,37.2316
5868,37.2316
5869,37.2316
5870,37.2316
5871,37.2316
5872,37.2316
5873,37.2316
5874,37.2316
5875,37.2316
5876,37.2316
5877,37.2316
5878,37.2316
5879,37.2316
5880,37.2316
5881,37.2316
5882,37.2316
5883,37.2316
5884,37.2316
5885,37.2316
5886,37.2697
5887,37.3205
5888,37.3205
5889,37.3205
5890,37.3205
5891,37.3205
5892,37.3205
5893,37.3205
5894,37.3205
5895,37.3205
5896,37.3205
5897,37.3205
5898,37.3205
5899,37.3205
5900,37.3205
5901,37.3577
5902,37.3577
5903,37.3577
5904,37.3577
5905,37.3577
5906,37.3577
5907,37.3577
5908,37.3577
5909,37.3903
5910,37.3903
5911,37.3903
5912,37.3903
5913,37.3903
5914,37.3903
5915,37.3903
5916,37.3903
5917,37.3903
5918,37.3903
5919,37.3903
5920,37.3903
5921,37.3903
5922,37.3903
5923,37.3903
5924,37.3903
5925,37.3903
5926,37.3903
5927,37.3903
5928,37.3903
5929,37.3903
5930,37.3903
5931,37.3903
5932,37.3903
5933,37.3903
5934,37.3903
5935,37.3903
5936,37.3903
5937,37.4373
5938,37.4373
5939,37.4373
5940,37.4373
5941,37.4373
5942,37.4373
5943,37.4373
5944,37.4373
5945,37.4373
5946,37.4373
5947,37.4373
5948,37.4373
5949,37.4373
5950,37.4373
5951,37.4373
5952,37.4373
5953,37.4373
5954,37.4373
5955,37.4373
5956,37.4373
5957,37.4373
5958,37.4373
5959,37.4373
5960,37.4373
5961,37.4373
5962,37.4373
5963,37.4373
5964,37.4373
5965,37.4373
5966,37.4373
5967,37.4373
5968,37.4373
5969,37.4373
5970,37.4373
5971,37.4373
5972,37.4373
5973,37.4373
5974,37.4373
5975,37.4373
5976,37.4373
5977,37.4373
5978,37.4373
5979,37.4373
5980,37.4373
5981,37.4373
5982,37.4373
5983,37.4373
5984,37.4373
5985,37.4373
5986,37.4373
5987,37.4373
5988,37.4373
5989,37.4373
5990,37.4373
5991,37.4373
5992,37.4373
5993,37.4373
5994,37.4373
5995,37.4373
5996,37.4373
5997,37.4373
5998,37.4373
5999,37.4373
6000,37.4373
6001,37.4373
6002,37.4373
6003,37.4373
6004,37.4373
6005,37.4373
6006,37.4373
6007,37.4373
6008,37.4373
6009,37.4373
6010,37.4373
6011,37.4373
6012,37.4373
6013,37.4373
6014,37.4373
6015,37.4373
6016,37.4373
6017,37.4373
6018,37.4373
6019,37.4373
6020,37.4373
6021,37.4373
6022,37.4373
6023,37.4373
6024,37.4373
6025,37.4373
6026,37.4373
6027,37.4373
6028,37.4373
6029,37.4373
6030,37.4373
6031,37.4373
6032,37.4373
6033,37.4373
6034,37.4373
6035,37.4373
6036,37.4373
6037,37.4373
6038,37.4373
6039,37.4373
6040,37.4373
6041,37.4373
6042,37.4373
6043,37.4373
6044,37.4373
6045,37.4373
6046,37.4373
6047,37.4373
6048,37.4373
6049,37.4373
6050,37.4373
6051,37.4373
6052,37.4373
6053,37.4373
6054,37.4373
6055,37.4373
6056,37.4373
6057,37.4373
6058,37.4373
6059,37.4373
6060,37.4373
6061,37.4373
6062,37.4373
6063,37.4373
6064,37.4373
6065,37.4373
6066,37.4373
6067,37.4373
6068,37.4373
6069,37.4373
6070,37.4373
6071,37.4373
6072,37.4373
6073,37.4373
6074,37.4373
6075,37.4373
6076,37.4373
6077,37.4373
6078,37.4373
6079,37.4373
6080,37.4373
6081,37.4373
6082,37.4373
6083,37.4373
6084,37.4373
6085,37.4373
6086,37.4373
6087,37.4373
6088,37.4373
6089,37.4657
6090,37.4657
6091,37.4657
6092,37.4657
6093,37.4657
6094,37.4657
6095,37.4657
6096,37.4657
6097,37.4657
6098,37.4657
6099,37.4657
6100,37.4657
6101,37.4657
6102,37.4657
6103,37.4657
6104,37.4657
6105,37.4657
6106,37.4657
6107,37.4657
6108,37.4705
6109,37.4705
6110,37.4705
6111,37.4705
6112,37.4705
6113,37.4705
6114,37.4705
6115,37.4705
6116,37.4705
6117,37.4705
6118,37.4705
6119,37.4705
6120,37.4705
6121,37.4705
6122,37.4705
6123,37.4705
6124,37.4705
6125,37.4705
6126,37.4705
6127,37.4705
6128,37.4705
6129,37.4705
6130,37.4705
6131,37.4705
6132,37.4705
6133,37.4705
6134,37.4705
6135,37.4705
6136,37.4705
6137,37.4705
6138,37.4705
6139,37.4705
6140,37.4705
6141,37.4705
6142,37.4705
6143,37.4705
6144,37.4705
6145,37.4705
6146,37.4705
6147,37.4705
6148,37.4705
6149,37.4705
6150,37.4705
6151,37.4705
6152,37.4705
6153,37.4705
6154,37.4705
6155,37.4705
6156,37.4705
6157,37.4705
6158,37.4705
6159,37.4705
6160,37.4705
6161,37.4705
6162,37.4705
6163,37.4705
6164,37.4705
6165,37.4705
6166,37.4705
6167,37.4705
6168,37.4705
6169,37.4705
6170,37.4705
6171,37.4705
6172,37.4705
6173,37.4705
6174,37.4705
6175,37.4705
6176,37.4705
6177,37.4705
6178,37.4705
6179,37.4705
6180,37.4705
6181,37.4705
6182,37.4705
6183,37.4705
6184,37.4705
6185,37.4705
6186,37.4705
6187,37.4705
6188,37.4705
6189,37.4705
6190,37.4705
6191,37.4705
6192,37.4705
6193,37.4705
6194,37.4705
6195,37.4705
6196,37.4705
6197,37.4705
6198,37.4705
6199,37.4705
6200,37.5167
6201,37.5167
6202,37.5167
6203,37.5167
6204,37.5167
6205,37.5167
6206,37.5167
6207,37.5167
6208,37.5167
6209,37.5167
6210,37.5167
6211,37.5167
6212,37.5167
6213,37.5167
6214,37.5167
6215,37.5167
6216,37.5167
6217,37.5167
6218,37.5167
6219,37.5167
6220,37.5167
6221,37.5167
6222,37.5167
6223,37.5167
6224,37.5167
6225,37.5167
6226,37.5167
6227,37.5167
6228,37.5167
6229,37.5167
6230,37.5167
6231,37.5167
6232,37.5167
6233,37.5167
6234,37.5167
6235,37.5167
6236,37.5167
6237,37.5167
6238,37.5167
6239,37.5167
6240,37.5167
6241,37.5167
6242,37.5167
6243,37.5167
6244,37.5167
6245,37.5167
6246,37.5167
6247,37.5167
6248,37.5167
6249,37.5167
6250,37.5167
6251,37.5167
6252,37.5167
6253,37.5167
6254,37.5167
6255,37.5598
6256,37.5598
6257,37.5598
6258,37.6092
6259,37.6092
6260,37.6092
6261,37.6092
6262,37.6092
6263,37.6092
6264,37.6092
6265,37.6092
6266,37.6711
6267,37.6711
6268,37.6711
6269,37.6711
6270,37.6711
6271,37.6711
6272,37.6711
6273,37.6711
6274,37.6711
6275,37.6711
6276,37.6711
6277,37.6711
6278,37.6711
6279,37.6711
6280,37.6711
6281,37.6711
6282,37.6711
6283,37.6711
6284,37.6711
6285,37.6711
6286,37.6711
6287,37.6711
6288,37.6711
6289,37.6711
6290,37.6711
6291,37.6711
6292,37.6711
6293,37.6711
6294,37.6711
6295,37.6711
6296,37.6711
6297,37.6711
6298,37.6711
6299,37.6711
6300,37.6711
6301,37.6711
6302,37.6711
6303,37.6711
6304,37.6711
6305,37.6711
6306,37.6711
6307,37.6711
6308,37.6711
6309,37.6711
6310,37.6711
6311,37.6711
6312,37.6711
6313,37.6711
6314,37.6711
6315,37.6711
6316,37.6711
6317,37.6711
6318,37.6711
6319,37.6711
6320,37.6711
6321,37.6711
6322,37.6711
6323,37.6711
6324,37.6711
6325,37.6711
6326,37.6711
6327,37.6711
6328,37.6711
6329,37.6711
6330,37.6711
6331,37.6711
6332,37.6711
6333,37.6711
6334,37.6711
6335,37.6711
6336,37.6711
6337,37.6711
6338,37.6711
6339,37.6711
6340,37.6711
6341,37.6711
6342,37.6711
6343,37.6711
6344,37.6711
6345,37.6711
6346,37.6711
6347,37.6711
6348,37.6711
6349,37.6711
6350,37.6711
6351,37.6711
6352,37.6711
6353,37.6711
6354,37.6711
6355,37.6711
6356,37.6711
6357,37.6711
6358,37.6711
6359,37.6711
6360,37.6711
6361,37.6711
6362,37.6711
6363,37.6711
6364,37.6711
6365,37.6711
6366,37.6711
6367,37.6711
6368,37.6711
6369,37.6711
6370,37.6711
6371,37.6711
6372,37.6711
6373,37.6711
6374,37.6711
6375,37.6711
6376,37.708
6377,37.708
6378,37.708
6379,37.708
6380,37.708
6381,37.708
6382,37.708
6383,37.708
6384,37.708
6385,37.708
6386,37.708
6387,37.708
6388,37.708
6389,37.708
6390,37.708
6391,37.708
6392,37.708
6393,37.708
6394,37.708
6395,37.708
6396,37.708
6397,37.708
6398,37.7431
6399,37.7431
6400,37.7431
6401,37.7431
6402,37.7431
6403,37.7847
6404,37.7847
6405,37.7847
6406,37.7847
6407,37.7847
6408,37.7847
6409,37.7847
6410,37.7847
6411,37.7847
6412,37.7847
6413,37.7847
6414,37.7847
6415,37.7847
6416,37.7847
6417,37.7847
6418,37.7847
6419,37.7847
6420,37.7847
6421,37.7847
6422,37.7847
6423,37.7847
6424,37.7847
6425,37.7847
6426,37.7847
6427,37.7847
6428,37.7847
6429,37.7847
6430,37.7847
6431,37.7847
6432,37.7847
6433,37.7847
6434,37.7847
6435,37.7847
6436,37.7847
6437,37.8392
6438,37.8392
6439,37.8392
6440,37.8392
6441,37.8392
6442,37.8392
6443,37.8392
6444,37.8392
6445,37.8392
6446,37.8392
6447,37.8392
6448,37.8392
6449,37.8392
6450,37.8392
6451,37.8856
6452,37.8856
6453,37.8856
6454,37.8856
6455,37.8856
6456,37.8856
6457,37.8856
6458,37.8856
6459,37.8856
6460,37.8856
6461,37.8856
6462,37.8856
6463,37.8856
6464,37.8856
6465,37.8856
6466,37.8856
6467,37.8856
6468,37.8856
6469,37.8856
6470,37.8856
6471,37.9211
6472,37.9211
